StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,MetaInfo_Browser,MetaInfo_Version,MetaInfo_Operating System,MetaInfo_Resolution,Q1,Q1_DO,Q9,Q10,Q14,Q17,Q18,Q18_DO,Q20,DataDashboardUsage,SmartHomeDashUsage,VisualClarity,InfoOrgClarity,SC0,SurveyWave,Version,FL_3_DO,Gistblock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Q_RecaptchaScore,Click to write the question text - Browser,Click to write the question text - Version,Click to write the question text - Operating System,Click to write the question text - Resolution,Which device had the worst problem?,Which device had the worst problem? - Display Order,Which direction was the offline ceiling light?,How many items were Warnings (non-critical alerts)?,How many devices were specifically labeled as Offline (not just Off)?,How many devices named “Sink” were shown?,Which two devices were both Off but not alerts?,Which two devices were both Off but not alerts? - Display Order,What type of dashboard did you see?,How often do you use data dashboards in your life?,How often do you use a smart home dashboard in your life?,"How clear was the dashboard’s visual design (e.g., text readability, contrast, spacing)?","How clear was the dashboard's informational organization (grouping, labels, layout)?",Score,SurveyWave,Version,FL_3 - Block Randomizer - Display Order,Gist block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""endDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Los_Angeles""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""Q_RecaptchaScore""}","{""ImportId"":""QID75_BROWSER""}","{""ImportId"":""QID75_VERSION""}","{""ImportId"":""QID75_OS""}","{""ImportId"":""QID75_RESOLUTION""}","{""ImportId"":""QID49""}","{""ImportId"":""QID49_DO""}","{""ImportId"":""QID57""}","{""ImportId"":""QID58""}","{""ImportId"":""QID63""}","{""ImportId"":""QID66""}","{""ImportId"":""QID67""}","{""ImportId"":""QID67_DO""}","{""ImportId"":""QID69""}","{""ImportId"":""QID70""}","{""ImportId"":""QID72""}","{""ImportId"":""QID71""}","{""ImportId"":""QID73""}","{""ImportId"":""SC_026QrkvBa3dwwrc""}","{""ImportId"":""SurveyWave""}","{""ImportId"":""Version""}","{""ImportId"":""FL_3_DO""}","{""ImportId"":""BL_2miQ8sO4XRcUQn4_DO""}"
2025-10-05 13:44:36,2025-10-05 13:48:07,IP Address,172.59.93.156,100,210,True,2025-10-05 13:48:08,R_100kYP37hFmLpN2,,,,,35.1063,-89.941,anonymous,EN,0.699999988079071,Firefox,143.0,Macintosh,1920x1080,Oven light,Oven light|Leak detector|Ceiling E|Smoke detector,South,0,4,1,Ceiling N and Ceiling W,Ceiling N and Ceiling W|TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Slightly clear,Slightly clear,1,3,RoomHierarchyMediumChartjunk,FL_22,Q18|Q10|Q9|Q20|Q17|MetaInfo|Q1|Q14
2025-10-05 13:45:39,2025-10-05 13:48:20,IP Address,74.130.208.117,100,161,True,2025-10-05 13:48:21,R_5dssfEgUvxBvS5O,,,,,36.9363,-84.0986,anonymous,EN,0.8999999761581421,Safari iPhone,Unknown,iPhone,414x896,Leak detector,Smoke detector|Ceiling E|Leak detector|Oven light,North,1,4,0,Mirror 1 and Mirror 2,Ceiling E and Oven|TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Hospital bed display,Never,Monthly,Extremely clear,Slightly clear,3,3,ImportanceHierarchyHighChartjunk,FL_58,Q1|Q17|MetaInfo|Q18|Q10|Q20|Q14|Q9
2025-10-05 13:45:22,2025-10-05 13:48:27,IP Address,207.144.173.98,100,185,True,2025-10-05 13:48:28,R_5f7KToSKJwKm7Z7,,,,,35.901,-81.2134,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1088x615,Leak detector,Oven light|Leak detector|Ceiling E|Smoke detector,South,2,2,1,Mirror 1 and Mirror 2,Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Not at all clear,Slightly clear,4,3,ImportanceHierarchyMediumChartjunk,FL_56,Q18|Q10|Q9|Q14|Q20|MetaInfo|Q17|Q1
2025-10-05 12:52:06,2025-10-05 13:48:46,IP Address,73.103.50.160,100,3400,True,2025-10-05 13:48:47,R_5F5jTgooUM0OYNi,,,,,39.1397,-86.5141,anonymous,EN,1,Safari iPhone,Unknown,iPhone,375x812,Leak detector,Leak detector|Smoke detector|Oven light|Ceiling E,East,1,3,1,Mirror 1 and Mirror 2,TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Smart home,Never,Weekly,Not at all clear,Slightly clear,4,3,NoHierarchyLowChartjunk,FL_26,Q17|Q9|Q14|Q10|Q1|Q18|MetaInfo|Q20
2025-10-05 13:47:16,2025-10-05 13:48:55,IP Address,71.72.53.132,100,99,True,2025-10-05 13:48:56,R_1LXASDZBwJChkYI,,,,,42.1084,-80.0558,anonymous,EN,1,Chrome,140.0.0.0,Android 10,346x768,Ceiling E,Ceiling E|Oven light|Leak detector|Smoke detector,South,0,4,3,Ceiling E and Oven,TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W,Stock ticker,Never,Never,Extremely clear,Extremely clear,0,3,FloorplanHierarchyLowChartjunk,FL_60,Q9|Q1|Q10|MetaInfo|Q14|Q17|Q20|Q18
2025-10-05 13:47:42,2025-10-05 13:49:51,IP Address,174.103.11.84,100,129,True,2025-10-05 13:49:52,R_6FKe8T0FDv4k81A,,,,,37.752,-87.1514,anonymous,EN,1,Firefox,143.0,Linux x86_64,1920x1080,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,North,0,1,2,TV and Window,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Very clear,Very clear,2,3,FloorplanHierarchyHighChartjunk,FL_64,Q17|MetaInfo|Q18|Q20|Q10|Q1|Q9|Q14
2025-10-05 13:48:36,2025-10-05 13:50:18,IP Address,24.250.194.17,100,102,True,2025-10-05 13:50:19,R_5DNHreWjfjSLcHw,,,,,29.6138,-82.386,anonymous,EN,1,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,Ceiling E,Smoke detector|Ceiling E|Leak detector|Oven light,South,1,2,2,Ceiling N and Ceiling W,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Hospital bed display,Never,Never,Not at all clear,Not at all clear,1,3,FloorplanHierarchyMediumChartjunk,FL_62,Q9|Q1|Q14|MetaInfo|Q18|Q20|Q10|Q17
2025-10-05 13:49:35,2025-10-05 13:50:49,IP Address,65.130.237.28,100,73,True,2025-10-05 13:50:49,R_1M9qGun3KhO54Qh,,,,,40.6751,-111.8166,anonymous,EN,0.8999999761581421,Chrome,140.0.7339.207,Android 15,412x892,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,North,1,1,1,TV and Window,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Not at all clear,Not at all clear,2,3,RoomHierarchyHighChartjunk,FL_25,MetaInfo|Q17|Q14|Q20|Q1|Q10|Q9|Q18
2025-10-05 13:49:48,2025-10-05 13:51:19,IP Address,100.19.62.133,100,90,True,2025-10-05 13:51:19,R_3f1KYYFaWtbb1Sp,,,,,39.7458,-75.581,anonymous,EN,0.8999999761581421,Firefox,115.0,Windows NT 6.1,1536x864,Ceiling E,Smoke detector|Leak detector|Oven light|Ceiling E,East,1,2,0,Ceiling E and Oven,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,Smart home,Never,Never,Moderately clear,Slightly clear,4,3,NoHierarchyLowChartjunk,FL_26,Q1|Q9|Q18|Q14|Q10|Q17|MetaInfo|Q20
2025-10-05 13:51:50,2025-10-05 13:53:08,IP Address,73.209.250.114,100,77,True,2025-10-05 13:53:09,R_3zGQRPPxvWyVVyi,,,,,41.945,-87.7996,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Smoke detector,Leak detector|Ceiling E|Oven light|Smoke detector,North,3,3,0,Mirror 1 and Mirror 2,Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W,Smart home,Monthly,Never,Moderately clear,Moderately clear,4,3,NoHierarchyHighChartjunk,FL_50,Q10|Q14|Q1|Q9|Q18|Q17|Q20|MetaInfo
2025-10-05 13:52:38,2025-10-05 13:53:41,IP Address,24.184.128.116,100,62,True,2025-10-05 13:53:41,R_6jPtTEEnCHvVytX,,,,,41.185,-73.2,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Oven light,Ceiling E|Oven light|Smoke detector|Leak detector,South,3,2,0,Ceiling E and Oven,Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window,IT infrastructure,Never,Never,Not at all clear,Not at all clear,3,3,ImportanceHierarchyMediumChartjunk,FL_56,MetaInfo|Q10|Q18|Q14|Q20|Q9|Q1|Q17
2025-10-05 13:52:10,2025-10-05 13:53:43,IP Address,149.75.24.228,100,92,True,2025-10-05 13:53:44,R_1e9LQirJxjg8tCt,,,,,37.9653,-87.3902,anonymous,EN,0.8999999761581421,Chrome iPad,141.0.7390.41,iPad,820x1180,Leak detector,Smoke detector|Ceiling E|Leak detector|Oven light,East,2,3,1,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Very clear,3,3,ImportanceHierarchyLowChartjunk,FL_54,Q10|Q14|MetaInfo|Q1|Q20|Q17|Q9|Q18
2025-10-05 13:52:10,2025-10-05 13:53:45,IP Address,98.40.11.121,100,95,True,2025-10-05 13:53:46,R_1In2fk6yXEeQinr,,,,,36.4248,-84.0907,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1600x900,Ceiling E,Leak detector|Ceiling E|Oven light|Smoke detector,South,2,3,0,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven|TV and Window,IT infrastructure,Never,Never,Not at all clear,Not at all clear,2,3,NoHierarchyMediumChartjunk,FL_46,Q1|MetaInfo|Q14|Q18|Q20|Q9|Q10|Q17
2025-10-05 13:36:39,2025-10-05 13:53:46,IP Address,66.41.51.43,100,1026,True,2025-10-05 13:53:46,R_72S9Jp2rf5nLJ4t,,,,,44.9534,-93.3842,anonymous,EN,1,Chrome,138.0.0.0,Windows NT 10.0,1280x720,Ceiling E,Ceiling E|Oven light|Leak detector|Smoke detector,North,3,2,1,TV and Window,Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window,IT infrastructure,Monthly,Monthly,Very clear,Very clear,2,3,ImportanceHierarchyMediumChartjunk,FL_56,Q1|Q20|Q9|Q17|Q14|MetaInfo|Q18|Q10
2025-10-05 13:45:13,2025-10-05 13:53:56,IP Address,108.52.60.147,100,523,True,2025-10-05 13:53:56,R_7mKtMZ3I0Y7BuSZ,,,,,39.1546,-75.4953,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Leak detector,Oven light|Ceiling E|Leak detector|Smoke detector,East,2,4,0,Mirror 1 and Mirror 2,TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven|Mirror 1 and Mirror 2,Smart home,Never,Never,Moderately clear,Slightly clear,5,3,NoHierarchyMediumChartjunk,FL_46,Q18|Q10|Q1|Q9|Q14|MetaInfo|Q20|Q17
2025-10-05 13:49:30,2025-10-05 13:54:05,IP Address,207.44.98.114,100,275,True,2025-10-05 13:54:05,R_1Q9hzgvSpsW9uwO,,,,,40.8657,-75.2066,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1536x864,Leak detector,Smoke detector|Leak detector|Ceiling E|Oven light,North,0,3,0,Mirror 1 and Mirror 2,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Never,Never,Moderately clear,Moderately clear,4,3,NoHierarchyHighChartjunk,FL_52,Q1|Q14|MetaInfo|Q20|Q9|Q17|Q10|Q18
2025-10-05 13:53:44,2025-10-05 13:55:43,IP Address,75.100.101.249,100,118,True,2025-10-05 13:55:43,R_1J189eJGVJ3dlbH,,,,,44.0944,-121.2863,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x864,Ceiling E,Leak detector|Oven light|Ceiling E|Smoke detector,East,1,3,3,Ceiling N and Ceiling W,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Stock ticker,Never,Never,Very clear,Very clear,1,3,FloorplanHierarchyMediumChartjunk,FL_62,Q17|Q9|Q20|Q14|Q10|MetaInfo|Q1|Q18
2025-10-05 13:55:59,2025-10-05 13:58:13,IP Address,76.144.232.182,100,133,True,2025-10-05 13:58:13,R_6UgysATWubkGTix,,,,,44.6554,-123.135,anonymous,EN,1,Chrome,141.0.0.0,Windows NT 10.0,1600x900,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,South,1,1,2,Ceiling E and Oven,Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Extremely clear,Extremely clear,2,3,RoomHierarchyLowChartjunk,FL_21,Q1|Q20|Q10|Q17|MetaInfo|Q9|Q18|Q14
2025-10-05 13:57:20,2025-10-05 13:58:38,IP Address,162.81.19.67,100,77,True,2025-10-05 13:58:38,R_34HMQGVr27q5vGx,,,,,35.9819,-84.0019,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Ceiling E,Smoke detector|Leak detector|Ceiling E|Oven light,West,3,3,0,Mirror 1 and Mirror 2,TV and Window|Mirror 1 and Mirror 2|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Never,Very clear,Not at all clear,4,3,NoHierarchyMediumChartjunk,FL_46,Q1|MetaInfo|Q18|Q10|Q9|Q17|Q14|Q20
2025-10-05 13:54:16,2025-10-05 13:59:18,IP Address,66.41.245.176,100,302,True,2025-10-05 13:59:19,R_5uOrTuA7aMcF4VX,,,,,44.7601,-93.2748,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1536x864,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,East,0,2,0,Mirror 1 and Mirror 2,Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven,Smart home,Never,Never,Moderately clear,Moderately clear,6,3,FloorplanHierarchyHighChartjunk,FL_64,Q1|Q18|Q20|Q14|Q17|Q9|Q10|MetaInfo
2025-10-05 14:00:07,2025-10-05 14:02:08,IP Address,24.119.215.68,100,120,True,2025-10-05 14:02:08,R_3EnMyNHuqTXn2si,,,,,43.9106,-116.489,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1536x864,Leak detector,Oven light|Ceiling E|Leak detector|Smoke detector,North,3,4,0,Ceiling E and Oven,TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Very clear,Very clear,4,3,ImportanceHierarchyLowChartjunk,FL_54,MetaInfo|Q1|Q18|Q10|Q17|Q9|Q20|Q14
2025-10-05 14:03:04,2025-10-05 14:05:46,IP Address,66.31.136.34,100,162,True,2025-10-05 14:05:47,R_7pukXTaKavQuATz,,,,,42.7117,-71.1663,anonymous,EN,1,Chrome,140.0.0.0,CrOS x86_64 14541.0.0,1366x768,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,North,2,2,0,Ceiling E and Oven,Ceiling E and Oven|TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2,Smart home,Never,Never,Extremely clear,Extremely clear,4,3,FloorplanHierarchyHighChartjunk,FL_64,Q17|MetaInfo|Q10|Q20|Q14|Q9|Q18|Q1
2025-10-05 14:08:25,2025-10-05 14:11:06,IP Address,97.238.123.105,100,160,True,2025-10-05 14:11:06,R_7262o2yKNGHSV3l,,,,,39.3361,-76.5389,anonymous,EN,1,Chrome,140.0.0.0,Macintosh,1728x1117,Leak detector,Ceiling E|Leak detector|Oven light|Smoke detector,East,3,2,2,Ceiling E and Oven,Mirror 1 and Mirror 2|TV and Window|Ceiling E and Oven|Ceiling N and Ceiling W,Smart home,Never,Never,Moderately clear,Slightly clear,5,3,ImportanceHierarchyMediumChartjunk,FL_56,Q17|MetaInfo|Q18|Q20|Q9|Q14|Q10|Q1
2025-10-05 14:11:30,2025-10-05 14:14:37,IP Address,69.49.64.70,100,186,True,2025-10-05 14:14:37,R_717fXgV29g7abPw,,,,,41.4221,-91.0371,anonymous,EN,1,Safari,16.6.1,Macintosh,768x1024,Leak detector,Oven light|Smoke detector|Ceiling E|Leak detector,North,1,3,2,Ceiling N and Ceiling W,Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2,Smart home,Weekly,Monthly,Moderately clear,Moderately clear,2,3,FloorplanHierarchyLowChartjunk,FL_60,Q17|Q14|Q18|MetaInfo|Q20|Q9|Q10|Q1
2025-10-05 14:11:21,2025-10-05 14:15:03,IP Address,67.170.70.196,100,221,True,2025-10-05 14:15:03,R_79vlWfKr7BinCvu,,,,,46.6621,-122.964,anonymous,EN,1,Chrome,140.0.0.0,Android 10,384x832,Leak detector,Ceiling E|Smoke detector|Oven light|Leak detector,North,2,3,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window,Smart home,Weekly,Weekly,Slightly clear,Slightly clear,3,3,RoomHierarchyLowChartjunk,FL_21,Q18|Q14|MetaInfo|Q20|Q17|Q1|Q9|Q10
2025-10-05 14:13:11,2025-10-05 14:15:15,IP Address,73.176.213.69,100,123,True,2025-10-05 14:15:16,R_7i3z6FbRmXtFDbZ,,,,,40.0555,-86.0157,anonymous,EN,0.8999999761581421,Chrome iPhone,141.0.7390.41,iPhone,414x896,Oven light,Smoke detector|Leak detector|Oven light|Ceiling E,South,1,3,2,Ceiling E and Oven,Ceiling E and Oven|Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W,Smart home,Monthly,Never,Very clear,Very clear,1,3,RoomHierarchyHighChartjunk,FL_25,Q14|Q18|Q20|Q9|Q17|Q10|Q1|MetaInfo
2025-10-05 14:16:36,2025-10-05 14:18:10,IP Address,24.176.57.219,100,93,True,2025-10-05 14:18:10,R_3riWoOEMAlEdvpt,,,,,42.2789,-85.6904,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1536x960,Leak detector,Smoke detector|Ceiling E|Leak detector|Oven light,East,1,2,1,Ceiling E and Oven,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Very clear,Moderately clear,4,3,NoHierarchyLowChartjunk,FL_26,Q17|MetaInfo|Q18|Q10|Q9|Q1|Q14|Q20
2025-10-05 14:18:10,2025-10-05 14:19:43,IP Address,146.75.253.248,100,93,True,2025-10-05 14:19:44,R_6tEzWRQdc5vZdTz,,,,,42.3797,-71.1034,anonymous,EN,1,Safari iPhone,18.6,iPhone,390x844,Ceiling E,Oven light|Smoke detector|Leak detector|Ceiling E,East,3,4,1,TV and Window,TV and Window|Ceiling E and Oven|Mirror 1 and Mirror 2|Ceiling N and Ceiling W,Hospital bed display,Never,Never,Not at all clear,Not at all clear,2,3,NoHierarchyHighChartjunk,FL_52,Q1|MetaInfo|Q17|Q10|Q20|Q9|Q14|Q18
2025-10-05 14:21:00,2025-10-05 14:22:26,IP Address,66.180.24.162,100,86,True,2025-10-05 14:22:26,R_3ofnXYY5zXMWW2t,,,,,41.573,-75.4019,anonymous,EN,1,Firefox,143.0,Windows NT 10.0,1536x864,Leak detector,Ceiling E|Leak detector|Smoke detector|Oven light,North,3,4,0,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven|TV and Window,Smart home,Never,Never,Moderately clear,Moderately clear,5,3,RoomHierarchyMediumChartjunk,FL_22,MetaInfo|Q1|Q9|Q10|Q14|Q20|Q18|Q17
2025-10-05 14:20:18,2025-10-05 14:23:05,IP Address,50.102.85.81,100,167,True,2025-10-05 14:23:06,R_5gxBOCacdbsCYOl,,,,,38.1598,-87.4484,anonymous,EN,1,Chrome,141.0.0.0,Windows NT 10.0,1366x768,Leak detector,Leak detector|Ceiling E|Oven light|Smoke detector,North,1,4,1,Mirror 1 and Mirror 2,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,NoHierarchyHighChartjunk,FL_50,Q17|Q1|Q9|MetaInfo|Q14|Q20|Q10|Q18
2025-10-05 14:21:15,2025-10-05 14:23:42,IP Address,98.79.139.25,100,147,True,2025-10-05 14:23:43,R_5lPuldzprrN292H,,,,,25.8503,-80.2368,anonymous,EN,1,Safari iPhone,26.1,iPhone,428x926,Leak detector,Oven light|Smoke detector|Ceiling E|Leak detector,North,3,4,2,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Weekly,Daily,Moderately clear,Slightly clear,4,3,FloorplanHierarchyMediumChartjunk,FL_62,MetaInfo|Q9|Q18|Q10|Q17|Q20|Q14|Q1
2025-10-05 14:30:17,2025-10-05 14:33:50,IP Address,136.61.78.16,100,212,True,2025-10-05 14:33:50,R_1deHgTbnacSSbpD,,,,,35.8692,-78.5348,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1536x1024,Leak detector,Leak detector|Oven light|Smoke detector|Ceiling E,South,2,4,2,Ceiling N and Ceiling W,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,Smart home,Monthly,Weekly,Moderately clear,Moderately clear,2,3,FloorplanHierarchyMediumChartjunk,FL_62,Q10|Q14|Q17|MetaInfo|Q9|Q18|Q20|Q1
2025-10-05 14:33:53,2025-10-05 14:36:06,IP Address,174.176.20.12,100,132,True,2025-10-05 14:36:06,R_6f9ctbaxnsDj1jP,,,,,26.2822,-80.1156,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,Smoke detector,Oven light|Ceiling E|Smoke detector|Leak detector,North,3,1,0,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Moderately clear,Moderately clear,3,3,ImportanceHierarchyMediumChartjunk,FL_56,MetaInfo|Q17|Q14|Q1|Q9|Q10|Q20|Q18
2025-10-05 13:33:24,2025-10-05 15:50:09,IP Address,76.158.89.81,100,8204,True,2025-10-05 15:50:09,R_5wFRTBQ5JZJ3ipi,,,,,38.4799,-121.4451,anonymous,EN,1,Safari,26.0.1,Macintosh,1440x900,Ceiling E,Ceiling E|Oven light|Smoke detector|Leak detector,East,1,2,1,TV and Window,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Daily,Never,Slightly clear,Moderately clear,3,3,RoomHierarchyLowChartjunk,FL_21,Q18|Q20|Q17|Q14|Q1|Q9|MetaInfo|Q10
2025-10-05 15:53:04,2025-10-05 15:54:09,IP Address,68.105.176.98,100,65,True,2025-10-05 15:54:09,R_77Daz2AxT33XvnY,,,,,36.2473,-115.2821,anonymous,EN,1,Safari iPhone,18.7,iPhone,428x926,Leak detector,Oven light|Ceiling E|Leak detector|Smoke detector,West,2,3,1,Mirror 1 and Mirror 2,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Slightly clear,Slightly clear,3,3,NoHierarchyMediumChartjunk,FL_46,Q20|Q17|Q10|Q9|Q18|Q14|MetaInfo|Q1
2025-10-05 15:53:12,2025-10-05 15:54:22,IP Address,47.32.97.13,100,69,True,2025-10-05 15:54:22,R_6kUq2OtSrDF93vu,,,,,34.3543,-83.8898,anonymous,EN,1,Edge,141.0.0.0,Windows NT 10.0,1231x692,Smoke detector,Ceiling E|Oven light|Leak detector|Smoke detector,South,0,1,3,Ceiling N and Ceiling W,TV and Window|Mirror 1 and Mirror 2|Ceiling N and Ceiling W|Ceiling E and Oven,Stock ticker,Never,Never,Moderately clear,Slightly clear,0,3,RoomHierarchyHighChartjunk,FL_25,Q17|Q10|Q9|Q18|MetaInfo|Q1|Q20|Q14
2025-10-05 15:53:29,2025-10-05 15:54:39,IP Address,23.131.248.104,100,69,True,2025-10-05 15:54:39,R_5fv6PreDZO7JLD6,,,,,34.8897,-114.5904,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1366x768,Leak detector,Oven light|Leak detector|Smoke detector|Ceiling E,North,1,4,1,Ceiling N and Ceiling W,Mirror 1 and Mirror 2|TV and Window|Ceiling N and Ceiling W|Ceiling E and Oven,Smart home,Never,Never,Very clear,Very clear,2,3,FloorplanHierarchyLowChartjunk,FL_60,Q10|Q20|Q18|MetaInfo|Q14|Q1|Q17|Q9
2025-10-05 15:53:18,2025-10-05 15:54:50,IP Address,64.223.169.200,100,92,True,2025-10-05 15:54:51,R_3zWunR7ABQVtNXr,,,,,43.7019,-72.2827,anonymous,EN,1,Chrome iPad,141.0.7390.41,iPad,820x1180,Leak detector,Oven light|Leak detector|Smoke detector|Ceiling E,South,1,4,2,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|TV and Window,Smart home,Never,Never,Very clear,Very clear,2,3,RoomHierarchyMediumChartjunk,FL_22,Q14|Q18|Q1|Q20|Q10|MetaInfo|Q9|Q17
2025-10-05 15:53:51,2025-10-05 15:55:11,IP Address,99.40.53.185,100,79,True,2025-10-05 15:55:11,R_1wxXCT0aQt9UqFb,,,,,32.7638,-117.07,anonymous,EN,1,Chrome,140.0.0.0,Windows NT 10.0,1440x900,Leak detector,Ceiling E|Oven light|Leak detector|Smoke detector,South,3,4,1,Mirror 1 and Mirror 2,TV and Window|Ceiling N and Ceiling W|Mirror 1 and Mirror 2|Ceiling E and Oven,IT infrastructure,Never,Never,Extremely clear,Extremely clear,3,3,NoHierarchyHighChartjunk,FL_50,Q14|Q10|MetaInfo|Q17|Q20|Q9|Q1|Q18
2025-10-05 15:54:03,2025-10-05 15:55:13,IP Address,12.75.179.94,100,70,True,2025-10-05 15:55:14,R_5nRIIGXwbmeLP1v,,,,,42.4734,-83.2212,anonymous,EN,1,Safari iPhone,18.6,iPhone,390x844,Ceiling E,Leak detector|Smoke detector|Ceiling E|Oven light,East,1,4,2,Ceiling E and Oven,Ceiling E and Oven|Ceiling N and Ceiling W|TV and Window|Mirror 1 and Mirror 2,Smart home,Weekly,Monthly,Not at all clear,Slightly clear,2,3,NoHierarchyLowChartjunk,FL_26,Q17|Q14|Q20|Q10|Q1|Q18|MetaInfo|Q9
